accession_in_sys	type	subtype	species	sys_id	sys_beg	sys_end	duplicate_count	rank	defense_system_protein_id	defense_system_cluster_id	cluster_id	protein_id	evalue	cluFlag	fident	alnlen	mismatch	gapopen	qstart	qend	tstart	tend	evalue_foldseek	bits	Reviewed	Entry Name	Protein names	Gene Names	Organism	Gene Names (ordered locus)	Gene Names (ORF)	Gene Names (primary)	Gene Names (synonym)	Proteomes	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (GO)	Gene Ontology (molecular function)	Gene Ontology IDs	CDD	FunFam	Gene3D	InterPro	PANTHER	Pfam	PROSITE	SMART	RefSeq	Query_range	Query_length	Human_prot_total_length	Human_prot_domain_match	Human_domain_percentage	Query_percentage	Query_overlap_w_Human_protein	Human_domain_note	Human_domain_evidence	Target_range	Target_length	Bacterial_prot_total_length	Bacterial_prot_domain_match	Bacterial_domain_percentage	Target_percentage	Target_overlap_w_Bacterial_protein	Bacterial_domain_note	Bacterial_domain_evidence	Bacterial_Human_Len_Ratio	Query_Target_Overlap_Length	Overlap_ratio	Protein_length_difference	neg_log(evalue_foldseek)	defense_system_protein_AF_file	protein_AF_file	PyMOL_aligned_filePath	PyMOL_RMSD	PyMOL_aligned_atoms
WP_062861882.1	Zorya	Zorya_TypeI	Brevibacterium linens	GCF_001606005_NZ_CP014869_Zorya_TypeI_2	GCF_001606005.1_NZ_CP014869_02247	GCF_001606005.1_NZ_CP014869_02250	1	202	A0A142NN85	A0A355UP19	A0A1B0A549	Q8NHQ9	1.418e-10	1	0.123	537	361	0.0	5	417	450	986	1.334e-9	192	reviewed	DDX55_HUMAN	ATP-dependent RNA helicase DDX55 (EC 3.6.4.13) (DEAD box protein 55)	DDX55 KIAA1595	Homo sapiens (Human)			DDX55	KIAA1595	UP000005640: Chromosome 12		cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]	cytosol [GO:0005829]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; RNA binding [GO:0003723]; RNA helicase activity [GO:0003724]	GO:0003723; GO:0003724; GO:0005524; GO:0005654; GO:0005730; GO:0005829; GO:0016020; GO:0016887	"cd17960; DEADc_DDX55; 1.;""cd18787; SF2_C_DEAD; 1."";"	"3.40.50.300:FF:000877; RNA helicase; 1.;""3.40.50.300:FF:001022; RNA helicase; 1."";"	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2.;	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR000629; RNA-helicase_DEAD-box_CS."";""IPR014014; RNA_helicase_DEAD_Q_motif."";""IPR025313; SPB4-like_CTE."";"	PTHR24031; RNA HELICASE; 1.;	"PF13959; CTE_SPB4; 1.;""PF00270; DEAD; 1."";""PF00271; Helicase_C; 1."";"	"PS00039; DEAD_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51194; HELICASE_CTER; 1."";""PS51195; Q_MOTIF; 1."";"	"SM00487; DEXDc; 1.;""SM01178; DUF4217; 1."";""SM00490; HELICc; 1."";"	NP_065987.1; NM_020936.3. [Q8NHQ9-1];	5.0..417.0	413	600	40..223	100.0	44.55	68.83	['Helicase ATP-binding']	['ECO:0000255|PROSITE-ProRule:PRU00541']	450.0..986.0	537	1013	829..983	100.0	28.86	53.01	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.688333333	413.0	0.688333333	0.6883333333333332	8.874844170419468	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A142NN85_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8NHQ9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A142NN85_Q8NHQ9_aligned.pse	2.834897	644
WP_068327030.1	Zorya	Zorya_TypeI	Psychrobacter sp. P2G3	GCF_001593285_NZ_CP012529_Zorya_TypeI_1	GCF_001593285.1_NZ_CP012529_01077	GCF_001593285.1_NZ_CP012529_01080	1	202	A0A7U4QPM2	A0A7S4UXI5	A0A1G3P2F3	Q8N6J1	4.333e-9	1	0.243	531	375	0.0	79	609	564	1059	2.74e-32	975	unreviewed	Q8N6J1_HUMAN	BTAF1 protein	BTAF1	Homo sapiens (Human)			BTAF1				nucleus [GO:0005634]	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; TBP-class protein binding [GO:0017025]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; TBP-class protein binding [GO:0017025]	GO:0003677; GO:0005524; GO:0005634; GO:0016887; GO:0017025	"cd17999; DEXHc_Mot1; 1.;""cd18793; SF2_C_SNF; 1."";"	"3.40.50.10810:FF:000009; B-TFIID TATA-box-binding protein-associated factor 1; 1.;""3.40.50.300:FF:000428; TATA-binding protein-associated factor 172; 1."";"	"3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR014001; Helicase_ATP-bd.;""IPR001650; Helicase_C-like."";""IPR044972; Mot1."";""IPR044078; Mot1_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";"	"PTHR36498; TATA-BINDING PROTEIN-ASSOCIATED FACTOR 172; 1.;""PTHR36498:SF1; TATA-BINDING PROTEIN-ASSOCIATED FACTOR 172; 1."";"	"PF00271; Helicase_C; 1.;""PF00176; SNF2-rel_dom; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	NP_003963.1; NM_003972.2.;	79.0..609.0	531	680	109..284	100.0	33.15	78.09	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	564.0..1059.0	496	1075	906..1067	95.06	31.05	46.14	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.580882353	496.0	0.729411765	0.5808823529411764	31.56224943717961	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A7U4QPM2_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8N6J1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A7U4QPM2_Q8N6J1_aligned.pse	3.14384	2280
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	B8XYT0	0.5051	1	0.149	263	186	0.0	340	602	29	248	0.7761	16	unreviewed	B8XYT0_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				340.0..602.0	263	603	422..602	100.0	68.82	43.62	['NADH dehydrogenase subunit 5 C-terminal']	['ECO:0000259|Pfam:PF06455']	29.0..248.0	220	643							1.066334992	220.0	0.364842454	0.06633499170812596	0.11008231656379412	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B8XYT0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_B8XYT0_aligned.pse	89.395638	2962
WP_012681678.1	Zorya	Zorya_TypeI	Gemmatimonas aurantiaca	GCF_000010305_NC_012489_Zorya_TypeI_1	GCF_000010305.1_NC_012489_00187	GCF_000010305.1_NC_012489_00190	1	202	C1A4S0	A0A101WRB2	A0A845ESX0	Q59FR7	8.295e-6	1	0.13	222	151	0.0	72	245	829	1050	0.00002262	115	unreviewed	Q59FR7_HUMAN	ATP-dependent RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)								ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	ATP binding [GO:0005524]; helicase activity [GO:0004386]; hydrolase activity [GO:0016787]; RNA binding [GO:0003723]	GO:0003723; GO:0004386; GO:0005524; GO:0016787	cd18787; SF2_C_DEAD; 1.;	3.40.50.300:FF:000379; RNA helicase; 1.;	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;	"IPR001650; Helicase_C-like.;""IPR027417; P-loop_NTPase."";"	PTHR24031; RNA HELICASE; 1.;	PF00271; Helicase_C; 1.;	PS51194; HELICASE_CTER; 1.;	SM00490; HELICc; 1.;		72.0..245.0	174	246	59..222	92.07	86.78	70.73	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	829.0..1050.0	222	1150	832..999	100.0	75.68	19.3	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	4.674796748	174.0	0.707317073	3.6747967479674797	4.645507399410564	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/C1A4S0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q59FR7_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/C1A4S0_Q59FR7_aligned.pse	2.642149	664
WP_088618357.1	Zorya	Zorya_TypeI	Methylovulum psychrotolerans	GCF_002209385_NZ_CP022129_Zorya_TypeI_1	GCF_002209385.1_NZ_CP022129_00995	GCF_002209385.1_NZ_CP022129_01001	1	202	A0A1Z4BW04	A0A6P2MMB1	A0A165ETK5	Q9H0A0	0.4718	1	0.112	484	385	0.0	1	435	596	1079	0.0005566	53	reviewed	NAT10_HUMAN	RNA cytidine acetyltransferase (EC 2.3.1.-) (18S rRNA cytosine acetyltransferase) (N-acetyltransferase 10) (N-acetyltransferase-like protein) (hALP)	NAT10 ALP KIAA1709	Homo sapiens (Human)			NAT10	ALP KIAA1709	UP000005640: Chromosome 11	negative regulation of telomere maintenance via telomerase [GO:0032211]; positive regulation of translation [GO:0045727]; protein acetylation [GO:0006473]; regulation of centrosome duplication [GO:0010824]; regulation of translation [GO:0006417]; ribosomal small subunit biogenesis [GO:0042274]; rRNA acetylation involved in maturation of SSU-rRNA [GO:1904812]; rRNA modification [GO:0000154]; tRNA acetylation [GO:0051391]; tRNA wobble cytosine modification [GO:0002101]	chromosome, telomeric region [GO:0000781]; membrane [GO:0016020]; midbody [GO:0030496]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; telomerase holoenzyme complex [GO:0005697]	chromosome, telomeric region [GO:0000781]; membrane [GO:0016020]; midbody [GO:0030496]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040]; telomerase holoenzyme complex [GO:0005697]; 18S rRNA cytidine N-acetyltransferase activity [GO:1990883]; ATP binding [GO:0005524]; DNA polymerase binding [GO:0070182]; mRNA N-acetyltransferase activity [GO:0106162]; N-acetyltransferase activity [GO:0008080]; RNA binding [GO:0003723]; tRNA binding [GO:0000049]; tRNA N4-acetyltransferase activity [GO:0051392]; negative regulation of telomere maintenance via telomerase [GO:0032211]; positive regulation of translation [GO:0045727]; protein acetylation [GO:0006473]; regulation of centrosome duplication [GO:0010824]; regulation of translation [GO:0006417]; ribosomal small subunit biogenesis [GO:0042274]; rRNA acetylation involved in maturation of SSU-rRNA [GO:1904812]; rRNA modification [GO:0000154]; tRNA acetylation [GO:0051391]; tRNA wobble cytosine modification [GO:0002101]	18S rRNA cytidine N-acetyltransferase activity [GO:1990883]; ATP binding [GO:0005524]; DNA polymerase binding [GO:0070182]; mRNA N-acetyltransferase activity [GO:0106162]; N-acetyltransferase activity [GO:0008080]; RNA binding [GO:0003723]; tRNA binding [GO:0000049]; tRNA N4-acetyltransferase activity [GO:0051392]	GO:0000049; GO:0000154; GO:0000781; GO:0002101; GO:0003723; GO:0005524; GO:0005634; GO:0005654; GO:0005697; GO:0005730; GO:0006417; GO:0006473; GO:0008080; GO:0010824; GO:0016020; GO:0030496; GO:0032040; GO:0032211; GO:0042274; GO:0045727; GO:0051391; GO:0051392; GO:0070182; GO:0106162; GO:1904812; GO:1990883	cd04301; NAT_SF; 1.;	"3.40.50.11040:FF:000006; RNA cytidine acetyltransferase; 1.;""3.40.630.30:FF:000019; RNA cytidine acetyltransferase; 1."";""3.40.50.300:FF:002218; tRNA(Met) cytidine acetyltransferase TmcA; 1."";"	"3.40.50.11040; -; 1.;""3.40.630.30; -; 1."";""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1."";"	"IPR016181; Acyl_CoA_acyltransferase.;""IPR000182; GNAT_dom."";""IPR033688; NAT10."";""IPR007807; NAT10/TcmA_helicase."";""IPR027417; P-loop_NTPase."";""IPR032672; TmcA/NAT10/Kre33."";""IPR013562; TmcA_N."";""IPR027992; tRNA_bind_dom."";"	"PTHR10925; N-ACETYLTRANSFERASE 10; 1.;""PTHR10925:SF5; RNA CYTIDINE ACETYLTRANSFERASE; 1."";"	"PF13718; GNAT_acetyltr_2; 1.;""PF05127; NAT10_TcmA_helicase; 1."";""PF08351; TmcA_N; 1."";""PF13725; tRNA_bind_2; 1."";"	PS51186; GNAT; 1.;		"NP_001137502.2; NM_001144030.2. [Q9H0A0-2];""NP_078938.3; NM_024662.3. [Q9H0A0-1]"";"	1.0..435.0	435	1025							596.0..1079.0	484	1113	930..1098	88.76	30.99	43.49	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.085853659	435.0	0.424390244	0.08585365853658544	3.254456798001976	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A1Z4BW04_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q9H0A0_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A1Z4BW04_Q9H0A0_aligned.pse	20.08275	1921
WP_024941045.1	Zorya	Zorya_TypeI	Aeromonas veronii,Aeromonas sp. ASNIH1	GCF_002934285_NZ_CP026228_Zorya_TypeI_2,GCF_009755745_NZ_CP040717_Zorya_TypeI_3	GCF_009755745.1_NZ_CP040717_04060,GCF_002934285.1_NZ_CP026228_04698	GCF_002934285.1_NZ_CP026228_04701,GCF_009755745.1_NZ_CP040717_04063	2	201	A0A2L0TZN5	A0A355UP19	A0A2R5GGT7	A0A0A0MSH9	1.703e-18	1	0.246	515	333	0.0	1	443	502	1016	3.536e-26	774	unreviewed	A0A0A0MSH9_HUMAN	Chromodomain-helicase-DNA-binding protein 1-like	CHD1L	Homo sapiens (Human)			CHD1L		UP000005640: Chromosome 1	chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]	nucleoplasm [GO:0005654]	nucleoplasm [GO:0005654]; ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; chromatin remodeling [GO:0006338]; DNA repair [GO:0006281]	ATP binding [GO:0005524]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]	GO:0003678; GO:0005524; GO:0005654; GO:0006281; GO:0006338; GO:0016787	"cd18006; DEXHc_CHD1L; 1.;""cd03331; Macro_Poa1p-like_SNF2; 1."";""cd18793; SF2_C_SNF; 1."";"	"3.40.220.10:FF:000004; chromodomain-helicase-DNA-binding protein 1-like isoform X1; 1.;""3.40.50.10810:FF:000037; chromodomain-helicase-DNA-binding protein 1-like isoform X1; 1."";""3.40.50.300:FF:000607; chromodomain-helicase-DNA-binding protein 1-like isoform X1; 1."";"	"3.40.220.10; Leucine Aminopeptidase, subunit E, domain 1; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1."";""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR031053; ALC1.;""IPR002464; DNA/RNA_helicase_DEAH_CS."";""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR002589; Macro_dom."";""IPR043472; Macro_dom-like."";""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";"	"PTHR47157; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 1-LIKE; 1.;""PTHR47157:SF1; CHROMODOMAIN-HELICASE-DNA-BINDING PROTEIN 1-LIKE; 1."";"	"PF00271; Helicase_C; 1.;""PF00176; SNF2-rel_dom; 1."";"	"PS00690; DEAH_ATP_HELICASE; 1.;""PS51192; HELICASE_ATP_BIND_1; 1."";""PS51194; HELICASE_CTER; 1."";""PS51154; MACRO; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	"NP_001335380.1; NM_001348451.2.;""NP_001335381.1; NM_001348452.2."";"	1.0..443.0	443	825	279..441	100.0	36.79	53.7	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	502.0..1016.0	515	1019	847..1014	100.0	32.62	50.54	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.235151515	443.0	0.536969697	0.2351515151515151	25.451487743658962	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A2L0TZN5_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0A0MSH9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A2L0TZN5_A0A0A0MSH9_aligned.pse	1.491666	1857
WP_053380697.1	Zorya	Zorya_TypeI	Nitrospira moscoviensis	GCF_001273775_NZ_CP011801_Zorya_TypeI_1	GCF_001273775.1_NZ_CP011801_03090	GCF_001273775.1_NZ_CP011801_03093	1	202	A0A0K2GFK9	A0A101WRB2	A0A422PF95	Q2NL95	2.707e-7	1	0.122	567	380	0.0	14	447	523	1089	2.374e-9	181	unreviewed	Q2NL95_HUMAN	RNA helicase (EC 3.6.4.13)	DDX19B	Homo sapiens (Human)			DDX19B					ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; nucleic acid binding [GO:0003676]; RNA helicase activity [GO:0003724]	GO:0003676; GO:0003724; GO:0005524; GO:0016787	cd18787; SF2_C_DEAD; 1.;	"3.40.50.300:FF:000318; ATP-dependent RNA helicase DDX19B; 1.;""3.40.50.300:FF:000357; ATP-dependent RNA helicase DDX19B; 1."";"	"6.10.250.2170; -; 1.;""3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 2."";"	"IPR011545; DEAD/DEAH_box_helicase_dom.;""IPR014001; Helicase_ATP-bd."";""IPR001650; Helicase_C-like."";""IPR027417; P-loop_NTPase."";""IPR014014; RNA_helicase_DEAD_Q_motif."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	"PF00270; DEAD; 1.;""PF00271; Helicase_C; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";""PS51195; Q_MOTIF; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"		14.0..447.0	434	449	276..444	100.0	38.94	96.66	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	523.0..1089.0	567	1244	915..1087	100.0	30.51	45.58	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	2.770601336	434.0	0.966592428	1.7706013363028954	8.624519285381426	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0K2GFK9_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q2NL95_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0K2GFK9_Q2NL95_aligned.pse	5.527377	1564
WP_039328514.1	Zorya	Zorya_TypeI	Pantoea vagans	GCF_001506165_NZ_CP011427_Zorya_TypeI_3	GCF_001506165.1_NZ_CP011427_00367	GCF_001506165.1_NZ_CP011427_00370	1	202	A0A0U3JUV3	A0A7S4UXI5	A9VEH2	Q96B07	0.00002549	1	0.192	165	115	0.0	29	171	905	1069	4.804e-8	182	unreviewed	Q96B07_HUMAN	RNA helicase (EC 3.6.4.13)		Homo sapiens (Human)											cd18787; SF2_C_DEAD; 1.;	3.40.50.300:FF:000031; Eukaryotic initiation factor 4A-III; 1.;	3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;	"IPR001650; Helicase_C-like.;""IPR027417; P-loop_NTPase."";"	PTHR47958; ATP-DEPENDENT RNA HELICASE DBP3; 1.;	PF00271; Helicase_C; 1.;	PS51194; HELICASE_CTER; 1.;	SM00490; HELICc; 1.;		29.0..171.0	143	179	18..179	88.27	100.0	79.89	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	905.0..1069.0	165	1083	904..1062	99.37	95.76	15.24	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	6.05027933	143.0	0.798882682	5.050279329608938	7.318397001269131	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0U3JUV3_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q96B07_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0U3JUV3_Q96B07_aligned.pse	2.844847	715
WP_060676489.1	Zorya	Zorya_TypeII	Fusobacterium animalis	GCF_001296085_NZ_CP012713_Zorya_TypeII_1	GCF_001296085.1_NZ_CP012713_01773	GCF_001296085.1_NZ_CP012713_01775	1	202	A0A0M4RXL6	A0A1T4LJB9	W7QDG2	B2Y9E6	0.5051	1	0.159	257	179	0.0	346	602	35	248	0.6891	15	unreviewed	B2Y9E6_HUMAN	NADH-ubiquinone oxidoreductase chain 5 (EC 7.1.1.2)	ND5	Homo sapiens (Human)			ND5			ATP synthesis coupled electron transport [GO:0042773]	mitochondrial inner membrane [GO:0005743]	mitochondrial inner membrane [GO:0005743]; NADH dehydrogenase (ubiquinone) activity [GO:0008137]; ATP synthesis coupled electron transport [GO:0042773]	NADH dehydrogenase (ubiquinone) activity [GO:0008137]	GO:0005743; GO:0008137; GO:0042773				"IPR010934; NADH_DH_su5_C.;""IPR018393; NADHpl_OxRdtase_5_subgr."";""IPR001750; ND/Mrp_TM."";""IPR003945; NU5C-like."";""IPR001516; Proton_antipo_N."";"	"PTHR42829; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1.;""PTHR42829:SF2; NADH-UBIQUINONE OXIDOREDUCTASE CHAIN 5; 1."";"	"PF06455; NADH5_C; 1.;""PF00361; Proton_antipo_M; 1."";""PF00662; Proton_antipo_N; 1."";"				346.0..602.0	257	603	134..419	25.87	28.79	42.62	['NADH:quinone oxidoreductase/Mrp antiporter transmembrane']	['ECO:0000259|Pfam:PF00361']	35.0..248.0	214	643							1.066334992	214.0	0.354892206	0.06633499170812596	0.16171775008531145	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A0M4RXL6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/B2Y9E6_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A0M4RXL6_B2Y9E6_aligned.pse	84.861359	2925
WP_152501541.1	Zorya	Zorya_TypeI	Labrenzia sp. THAF82	GCF_009363435_NZ_CP045354_Zorya_TypeI_2	GCF_009363435.1_NZ_CP045354_03053	GCF_009363435.1_NZ_CP045354_03056	1	202	A0A5P9D109	A0A101WRB2	A0A1G3P2F3	Q8N6J1	1.555e-20	1	0.21	522	388	0.0	88	609	523	1014	9.66e-27	819	unreviewed	Q8N6J1_HUMAN	BTAF1 protein	BTAF1	Homo sapiens (Human)			BTAF1				nucleus [GO:0005634]	nucleus [GO:0005634]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; TBP-class protein binding [GO:0017025]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; TBP-class protein binding [GO:0017025]	GO:0003677; GO:0005524; GO:0005634; GO:0016887; GO:0017025	"cd17999; DEXHc_Mot1; 1.;""cd18793; SF2_C_SNF; 1."";"	"3.40.50.10810:FF:000009; B-TFIID TATA-box-binding protein-associated factor 1; 1.;""3.40.50.300:FF:000428; TATA-binding protein-associated factor 172; 1."";"	"3.40.50.300; P-loop containing nucleotide triphosphate hydrolases; 1.;""3.40.50.10810; Tandem AAA-ATPase domain; 1."";"	"IPR014001; Helicase_ATP-bd.;""IPR001650; Helicase_C-like."";""IPR044972; Mot1."";""IPR044078; Mot1_ATP-bd."";""IPR027417; P-loop_NTPase."";""IPR038718; SNF2-like_sf."";""IPR049730; SNF2/RAD54-like_C."";""IPR000330; SNF2_N."";"	"PTHR36498; TATA-BINDING PROTEIN-ASSOCIATED FACTOR 172; 1.;""PTHR36498:SF1; TATA-BINDING PROTEIN-ASSOCIATED FACTOR 172; 1."";"	"PF00271; Helicase_C; 1.;""PF00176; SNF2-rel_dom; 1."";"	"PS51192; HELICASE_ATP_BIND_1; 1.;""PS51194; HELICASE_CTER; 1."";"	"SM00487; DEXDc; 1.;""SM00490; HELICc; 1."";"	NP_003963.1; NM_003972.2.;	88.0..609.0	522	680	109..284	100.0	33.72	76.76	['Helicase ATP-binding']	['ECO:0000259|PROSITE:PS51192']	523.0..1014.0	492	1165	860..1029	91.18	31.5	42.23	['Helicase C-terminal']	['ECO:0000259|PROSITE:PS51194']	1.713235294	492.0	0.723529412	0.713235294117647	26.015022873584503	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/A0A5P9D109_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/alphafold_structures/Q8N6J1_AF.pdb	/home/juliandeanmoran/___git_repos/BISSH/data_local/pymol_alignments/super/A0A5P9D109_Q8N6J1_aligned.pse	2.676294	2062
