defense_uniprot_ac	human_uniprot_ac	composite_score	foldseek_evalue	pymol_rmsd	tm_score_human	tm_score_bacteria	plddt_human	plddt_bacteria	human_gene_name
A0A822VZF9	A0A804HIU5	0.8712	3.489e-14	1.27	0.3366	0.3589	76.05	80.58	PRKCG
A0A517ZL33	D6RJF9	0.8712	4.426e-16	2.19	0.6118	0.4131	85.97	74.1	MAPK10
A0A250IWT1	A0A024R2L1	0.8711	7.365e-17	1.34	0.4122	0.3688	88.53	53.22	WDR48
A0A517ZL33	A0A286YF19	0.8711	4.426e-16	2.13	0.6272	0.4153	81.91	74.1	MAPK10
A0A2I5KM74	A0A140VKD5	0.8711	5.926e-13	1.19	0.5049	0.3887	67.72	80.99	
A0A2I5KM74	O96013	0.871	1.152e-15	1.45	0.3971	0.3556	70.09	80.99	PAK4
A0A850LHY9	H3BQK0	0.871	1.998e-13	1.5	0.5828	0.2827	78.74	77.82	DDX19B
A0A250IWT1	Q9BVC4	0.871	2.019e-14	1.83	0.7803	0.3497	91.64	53.22	MLST8
S0F4R3	B2RAD8	0.871	5.444e-13	2.35	0.4161	0.6924	92.09	85.68	
A0A123SU34	A0A7P0T814	0.871	1.505e-11	1.31	0.6456	0.2599	82.31	80.85	VRK1
A0A7G7GB79	Q5EBM7	0.8709	4.295e-17	1.77	0.3555	0.4082	63.4	93.05	PAPD5
A0A250IWT1	H3BPT1	0.8708	6.743e-13	1.41	0.828	0.2315	91.01	53.22	MLST8
A0A411PGA5	A0A3B3ISV9	0.8708	1.577e-9	1.06	0.4962	0.761	67.47	90.32	ERI3
A0A250IWT1	Q6UXN9	0.8707	3.601e-14	2.05	0.8456	0.3686	95.97	53.22	WDR82
E4MU86	B4DV26	0.8706	3.827e-11	1.52	0.5033	0.4265	88.46	83.34	
A0A0Z8HCP9	Q96PY6	0.8706	1.222e-27	1.34	0.2328	0.4242	56.86	80.32	NEK1
A0A250IWT1	H3BSZ4	0.8706	4.871e-16	1.87	0.7917	0.304	87.88	53.22	MLST8
A0A517ZL33	A0A2R8YEJ7	0.8706	4.093e-14	2.09	0.657	0.425	85.77	74.1	CASK
Q2SG57	B4DZN6	0.8706	4.135e-19	1.27	0.3895	0.3369	61.38	76.0	
A0A643FHJ9	Q69YV6	0.8706	1.246e-13	1.32	0.6498	0.2194	69.03	79.91	DKFZp564G1016
R9RJ65	Q59GQ9	0.8706	6.044e-17	1.73	0.4763	0.4021	67.19	80.14	
E1QKV0	J3KNJ7	0.8705	2.896e-14	1.25	0.2758	0.5071	65.89	82.9	METTL4
A0A250IWT1	Q9H6Y2	0.8705	3.648e-15	1.73	0.7103	0.369	87.04	53.22	WDR55
A0A1L5JQK1	A0A2R8Y632	0.8705	2.244e-21	1.74	0.3032	0.4237	64.96	84.36	SPG7
A0A250IWT1	A0A7I2V640	0.8704	3.854e-17	2.07	0.8318	0.3547	86.28	53.22	EIF3I
A0A6I6AHP7	Q6N037	0.8703	3.77e-19	1.59	0.2237	0.3392	70.67	87.24	DKFZp686A11192
A0A7I7SNA8	I3L239	0.8703	7.101e-9	0.58	0.6377	0.3074	91.33	86.49	TRAP1
A0A517ZL33	D7R527	0.8702	4.426e-16	2.23	0.6228	0.4145	85.53	74.1	MAPK9
A0A0B5ICT0	Q13822	0.8702	3.345e-10	1.36	0.2517	0.6717	91.4	86.59	ENPP2
A0A3G9JPH8	B3KV84	0.8701	3.885e-16	1.09	0.3257	0.3032	58.55	87.29	
G2LKY9	A0A6Q8PH35	0.8701	1.15e-13	0.21	0.1427	0.2722	60.37	93.14	HNRNPR
A0A7T3E6V9	Q9UKV8	0.8701	5.444e-13	2.4	0.4151	0.6768	92.41	87.69	AGO2
A0A0K2E484	Q9UQ88	0.87	2.135e-17	1.37	0.3176	0.3706	66.15	79.77	CDK11A
A0A250IWT1	B3KM67	0.87	3.648e-15	1.63	0.689	0.3908	82.74	53.22	
A0A088E5K8	B4DLX7	0.87	6.124e-14	2.23	0.4641	0.5281	85.44	86.87	
A0A850LHY9	Q7Z4W5	0.8699	1.998e-13	1.58	0.5848	0.2813	79.95	77.82	
A0A250IWT1	A0A7I2V685	0.8699	3.854e-17	2.12	0.8273	0.3427	88.83	53.22	EIF3I
A0A517ZL33	A8K8J5	0.8699	1.123e-16	1.91	0.5159	0.4459	74.44	74.1	
A7HKC6	B7Z8Y7	0.8698	9.083e-11	1.32	0.3616	0.8024	65.82	87.25	
A5FFF0	A0A0C4DG33	0.8698	1.061e-15	1.8	0.2318	0.7209	62.67	85.43	PEX1
A0A2I5KM74	B0QY34	0.8698	1.466e-14	2.32	0.682	0.3656	88.21	80.99	CSNK1E
S7TRZ0	F5GY08	0.8698	6.163e-12	0.41	0.2846	0.3107	63.59	93.9	RBM7
A0A250IWT1	Q24JR4	0.8698	1.356e-23	1.51	0.4935	0.3869	75.04	53.22	WDR81
A0A5Z9UYT5	P11802	0.8697	9.195e-15	2.45	0.7006	0.3353	86.81	88.55	CDK4
A0A0K1P5Q4	Q8NCH1	0.8697	1.193e-12	2.43	0.4034	0.774	86.89	91.06	
A0A822VZF9	Q499G7	0.8697	2.849e-11	1.72	0.638	0.3596	91.15	80.58	MAPK1
A0A0H3JWT2	O43353	0.8697	3.902e-16	2.06	0.3974	0.4251	76.03	89.51	RIPK2
A0A2D1TV21	A0A0U4B4U6	0.8697	3.28e-14	2.02	0.5897	0.3725	80.37	82.75	
A0A123SU34	E7EN19	0.8696	8.318e-32	1.58	0.2531	0.4488	59.01	80.85	MAP4K4
R9RJ65	G5E948	0.8696	8.318e-32	1.56	0.2479	0.4364	60.19	80.14	MAP4K4
A0A250IWT1	B7Z6V3	0.8696	1.356e-23	1.47	0.5074	0.3878	72.57	53.22	
D9SDG5	O95786	0.8695	6.518e-12	1.37	0.3869	0.4902	85.17	76.24	RIGI
A0A250IWT1	A0A7I2V4S8	0.8695	4.871e-16	2.01	0.8537	0.3021	88.09	53.22	EIF3I
A0A2I5KM74	A8K602	0.8695	1.828e-19	1.78	0.321	0.4217	70.11	80.99	
K4IFX1	Q460N3	0.8695	1.089e-12	1.78	0.2184	0.5901	79.08	94.34	PARP15
A0A7I8DCJ7	Q9BQ69	0.8694	3.852e-16	2.22	0.4012	0.4263	82.27	89.63	MACROD1
A0A5J6QTB0	B7Z611	0.8694	3.76e-17	1.98	0.4317	0.2803	88.83	77.12	
Q72TS8	A6PVI1	0.8694	8.935e-10	0.32	0.4654	0.3247	75.29	92.22	RBM12
A0A250IWT1	A0A140VJF3	0.8694	7.651e-12	1.62	0.8245	0.3668	95.91	53.22	
A0A5K7X3J4	A0A0A8K9B1	0.8694	1.476e-14	1.05	0.104	0.3484	70.7	91.75	URLC6
A0A0K2E484	Q6ZN16	0.8694	6.656e-19	1.61	0.2151	0.4039	74.3	79.77	MAP3K15
A0A3M8ANJ8	O15270	0.8693	2.721e-13	2.73	0.5269	0.7654	86.22	94.99	SPTLC2
A0A0K1P5Q4	A0A2R8YGQ6	0.8693	9.826e-16	2.4	0.2837	0.7628	76.23	91.06	ABCC8
A0A0H2YG60	A0A7P0T8R3	0.8692	5.573e-13	1.32	0.4319	0.3043	77.34	83.0	HSP90B1
A0A0K2E484	P21127	0.8692	2.135e-17	1.36	0.3167	0.3748	64.54	79.77	CDK11B
A0A0K1P5Q4	Q59GY9	0.8692	8.017e-14	2.27	0.1873	0.7573	85.89	91.06	
A0A7D6VA10	B5MCT7	0.8691	1.579e-21	3.09	0.5464	0.6502	90.51	93.47	PPM1F
A0A822VZF9	Q32MK0	0.8691	2.135e-17	1.27	0.3055	0.3732	61.71	80.58	MYLK3
A0A250I871	Q58FF4	0.8691	7.283e-45	1.81	0.5377	0.3165	49.12	87.8	HSP90Bf
A0A5K7X3J4	F5H0R1	0.8691	1.476e-14	1.05	0.1001	0.3527	70.29	91.75	TUT1
A0A0K2E484	Q5QPR4	0.8689	2.135e-17	1.31	0.3305	0.3688	62.03	79.77	CDK11A
A0A850LHY9	Q9NUU7	0.8689	1.998e-13	1.6	0.57	0.275	80.69	77.82	DDX19A
A0A660GDJ5	C9JV02	0.8688	1.273e-9	1.1	0.6113	0.3029	89.0	88.55	SEPTIN8
A0A250IWT1	C9JYB3	0.8687	8.682e-11	1.02	0.8972	0.2139	93.42	53.22	WDHD1
A0A250IWT1	Q9BRP4	0.8686	8.197e-12	1.44	0.7128	0.3792	95.87	53.22	PAAF1
A0A250IWT1	H3BN58	0.8686	6.743e-13	1.53	0.8246	0.2357	91.91	53.22	MLST8
A0A0H1XY30	B3KQG4	0.8686	7.589e-17	1.56	0.3259	0.4033	59.76	89.22	
A0A2K8N535	O95470	0.8686	8.37e-23	3.29	0.5391	0.7838	92.09	95.04	SGPL1
A0A250IWT1	Q13112	0.8686	2.499e-20	1.43	0.4991	0.3719	74.75	53.22	CHAF1B
F2IJV1	Q9UI95	0.8685	1.425e-8	1.47	0.5904	0.7116	90.39	89.68	MAD2L2
A0A0K1P5Q4	Q9NRK6	0.8685	4.877e-12	2.02	0.2672	0.7703	80.69	91.06	ABCB10
A0A250IWT1	Q3KRB0	0.8685	4.52e-23	2.33	0.7552	0.3652	90.67	53.22	WDR67
A0A822VZF9	B7Z7J1	0.8684	4.706e-19	1.96	0.4548	0.3487	72.68	80.58	
D9SDG5	A0A7P0TB70	0.8684	6.283e-12	1.37	0.4086	0.4926	82.0	76.24	
A0A850LHY9	F6QDS0	0.8684	1.998e-13	1.63	0.574	0.277	80.66	77.82	
A0A3L8GBN6	H0YCC9	0.8684	1.111e-13	1.96	0.4783	0.3899	82.24	85.99	EPHA10
A0A250IWT1	O43684	0.8683	7.651e-12	1.65	0.8182	0.3661	95.96	53.22	BUB3
U3A0C6	C9JRT8	0.8682	3.065e-12	1.62	0.2122	0.5307	80.16	93.8	ADCY5
A0A0K1NJR8	K7EN06	0.8682	6.651e-15	2.22	0.7354	0.2073	88.72	78.97	DIRAS1
A0A7U7ICI2	B4DFP8	0.8681	1.063e-9	1.25	0.7409	0.2675	83.2	90.09	
A0A0K1P5Q4	Q8N139	0.8681	1.767e-15	2.31	0.1342	0.8218	77.39	91.06	ABCA6
A0A0K2E484	Q5QPR3	0.868	2.135e-17	1.35	0.3226	0.3746	62.17	79.77	CDK11A
A0A5P2ALZ1	E7EUF1	0.868	3.345e-10	1.25	0.2445	0.6583	89.55	83.66	ENPP2
R9RJ65	B7Z388	0.868	8.318e-32	1.49	0.219	0.3962	60.38	80.14	
A0A517ZL33	A0A286YEY0	0.8679	4.223e-14	1.79	0.6014	0.3628	77.92	74.1	MAPK10
A0A6M8SNR0	Q6UWY2	0.8679	1.149e-8	0.53	0.5361	0.3737	89.17	90.62	PRSS57
A0A517ZL33	Q05DF6	0.8679	2.739e-26	2.06	0.5388	0.4206	65.76	74.1	NEK4
A0A250IWT1	Q9Y3F4	0.8679	9.635e-20	2.26	0.7621	0.368	89.59	53.22	STRAP
A0A0K1NJR8	Q14015	0.8679	6.651e-15	2.37	0.7425	0.2325	93.29	78.97	
L0D6C1	A6PVI0	0.8679	8.935e-10	0.34	0.4458	0.3278	74.05	92.92	RBM12
A0A250IWT1	C9J8B4	0.8678	3.13e-14	1.64	0.7789	0.2299	89.47	53.22	WDR33
A0A4P6F1X8	Q460N5	0.8678	5.145e-19	2.12	0.0984	0.5655	81.68	87.06	PARP14
A0A822VZF9	B1APF7	0.8677	3.512e-10	1.19	0.6929	0.2063	91.08	80.58	PRKACB
A0A0K1NJR8	Q14014	0.8677	6.651e-15	2.37	0.7449	0.2328	92.94	78.97	
A0A1L5JQK1	O43933	0.8677	7.1e-16	1.88	0.1912	0.7084	66.98	84.36	PEX1
A0A7U7ICI2	A8K6P8	0.8677	1.063e-9	1.27	0.7386	0.2672	83.45	90.09	CCRK
A0A6G1ZH45	F8WAT4	0.8676	7.083e-15	2.96	0.6867	0.5208	95.97	93.26	PAPOLG
E3FIT8	F8W872	0.8676	6.14e-14	2.05	0.6717	0.3366	83.17	76.92	CDK10
D9SDG5	B3KWW1	0.8676	6.518e-12	1.44	0.4182	0.4931	82.59	76.24	RIGI
A0A822VZF9	V9GXZ4	0.8676	3.456e-15	1.38	0.2673	0.3745	73.17	80.58	FPGT-TNNI3K
A0A850LHY9	Q53G16	0.8676	1.998e-13	1.66	0.5744	0.277	80.68	77.82	
A0A2I5KM74	Q92918	0.8675	1.828e-19	1.85	0.3455	0.4258	68.2	80.99	MAP4K1
A0A518G7R2	Q5VZ30	0.8675	2.028e-22	3.23	0.5389	0.7692	89.11	93.7	GAD2
A0A518G7R2	Q05329	0.8675	2.028e-22	3.24	0.5394	0.77	89.78	93.7	GAD2
A0A2I5KM74	Q12851	0.8674	1.812e-16	1.81	0.3405	0.4131	74.88	80.99	MAP4K2
A0A2I5KM74	F5H5A3	0.8674	1.828e-19	1.73	0.2907	0.3478	72.35	80.99	MAP4K3
A0A822VZF9	O95819	0.8673	8.318e-32	1.76	0.2372	0.422	65.47	80.58	MAP4K4
A0A127M5U1	K7EPR8	0.8673	2.13e-11	2.36	0.7012	0.4315	91.5	93.92	METTL23
S0F4R3	A4FVC0	0.8673	5.444e-13	2.48	0.4398	0.6921	92.11	85.68	EIF2C2
F3YC87	P19447	0.8672	1.324e-23	2.59	0.3562	0.7194	75.92	82.26	ERCC3
A0A7U7ICI2	I3WA72	0.8672	1.063e-9	1.2	0.683	0.2797	83.63	90.09	EGFR
A0A116MDM6	Q7Z3H5	0.8671	2.849e-11	1.76	0.6414	0.3272	90.79	80.78	DKFZp686O0215
A0A3G6K670	A0A0A0MRH8	0.867	1.23e-14	1.09	0.4204	0.2691	67.14	76.92	CHD1L
A0A6M8SNR0	A0A0A0MR61	0.867	1.149e-8	0.58	0.5382	0.3741	88.73	90.62	PRSS57
A0A0K1P5Q4	P21439	0.867	8.017e-14	2.23	0.156	0.7578	83.23	91.06	ABCB4
A0A2I5KM74	A0A0D9SER5	0.8669	2.135e-17	1.37	0.3214	0.3749	60.14	80.99	CDK11B
A0A517ZL33	A0A286YFA6	0.8669	4.426e-16	1.95	0.5089	0.4112	76.77	74.1	MAPK10
A0A250IWT1	Q15269	0.8669	4.695e-18	1.33	0.3071	0.3703	86.37	53.22	PWP2
A0A822VZF9	A0A494C1I2	0.8669	1.71e-10	1.68	0.7665	0.2964	90.56	80.58	TBK1
B7JW14	A0A0A0N0N3	0.8669	0.0	2.09	0.2731	0.2953	71.98	92.43	TDP43
A0A2I5KM74	Q9NQU5	0.8669	1.152e-15	1.4	0.3499	0.3584	65.99	80.99	PAK6
A0A517ZL33	Q96RU7	0.8669	7.882e-21	2.36	0.6323	0.4024	77.09	74.1	TRIB3
A0A0E3QWB4	Q75LP3	0.8668	2.245e-16	1.64	0.4594	0.319	66.93	80.53	DKFZP566I1024
A0A6M8SNR0	B7ZMF6	0.8668	1.149e-8	0.55	0.5377	0.3742	87.94	90.62	PRSSL1
A0A517ZL33	A0A5K1VW74	0.8668	1.022e-14	1.66	0.5064	0.4001	72.34	74.1	AKT3
A0A250IWT1	A0A0A0MSZ9	0.8667	2.049e-22	2.01	0.632	0.3016	86.89	53.22	CSTF1
A0A822VZF9	A0A0D9SEN2	0.8667	2.135e-17	1.32	0.3131	0.3664	60.01	80.58	CDK11B
A0A822VZF9	Q9P286	0.8667	2.135e-17	1.43	0.3293	0.3552	62.93	80.58	PAK5
A0A517ZL33	A0A286YF62	0.8666	4.426e-16	1.95	0.5093	0.4165	76.05	74.1	MAPK10
G2LKY9	P42696	0.8666	2.422e-11	0.11	0.1577	0.3079	69.43	93.14	RBM34
A0A123SU34	W0S1B5	0.8666	1.098e-14	1.87	0.3699	0.361	85.0	80.85	Pe1Fe6
R9RJ65	Q53TX8	0.8665	8.318e-32	1.48	0.2111	0.3777	59.77	80.14	MAP4K4
G2LKY9	E5RJ83	0.8665	8.935e-10	0.25	0.4433	0.3393	69.85	93.14	RBM12B
A0A517ZL33	Q32ND9	0.8664	1.42e-15	2.19	0.5701	0.4183	83.9	74.1	IKBKB
A0A0K1P5Q4	B4DWY6	0.8664	7.255e-11	2.1	0.3728	0.8064	83.79	91.06	
A0A250IWT1	E9PDG3	0.8664	1.356e-23	1.63	0.498	0.3859	74.33	53.22	WDR81
A0A7U7ICI2	A0A0S2Z552	0.8662	1.063e-9	1.31	0.6691	0.2945	85.46	90.09	CDK20
A0A517ZL33	P78368	0.8662	5.855e-19	2.32	0.5813	0.4235	79.05	74.1	CSNK1G2
A0A1Y0CDD0	Q9NXN4	0.8661	4.029e-17	2.32	0.3131	0.5168	82.06	86.87	GDAP2
A0A0K1P5Q4	A4D1D2	0.8661	8.017e-14	2.28	0.1567	0.757	84.28	91.06	ABCB1
A0A0Z8HCP9	P42681	0.8661	1.209e-16	2.03	0.4389	0.3529	79.54	80.32	TXK
A0A6G7VQR1	Q5BJF5	0.8661	3.245e-16	3.17	0.6417	0.779	86.39	94.67	SHMT2
A0A250IWT1	A0A3B3IT47	0.866	5.559e-19	1.4	0.5113	0.3925	70.26	53.22	WDR37
A0A7I8DCJ7	A0A6Q8PH91	0.866	3.852e-16	2.23	0.3915	0.4265	78.87	89.63	MACROD1
R9RJ65	O96017	0.866	8.31e-12	1.2	0.4512	0.373	76.18	80.14	CHEK2
A0A0H1XY30	Q9BRS0	0.866	9.486e-14	1.86	0.4107	0.3961	75.53	89.22	RPS6KB2
A0A4C9H0B9	G3V3E0	0.8659	7.444e-10	1.99	0.6946	0.5264	94.68	85.1	MLH3
A0A822VZF9	B4E3D9	0.8659	2.135e-17	1.48	0.317	0.3654	63.59	80.58	
A0A7U7ICI2	I3WA73	0.8658	1.063e-9	1.11	0.669	0.2627	81.41	90.09	EGFR
A0A0Z8HCP9	Q9H4D1	0.8658	5.704e-17	1.83	0.3261	0.3805	75.76	80.32	dik
A0A822VZF9	E7ETR1	0.8658	5.65e-18	1.75	0.452	0.3023	66.65	80.58	CAMKV
A0A517ZL33	Q9UBE8	0.8658	1.123e-16	1.96	0.4706	0.4262	75.32	74.1	NLK
Q5HK71	Q9UBS0	0.8658	9.486e-14	1.88	0.4111	0.3959	75.48	89.68	RPS6KB2
A0A1B1YDD2	Q8NEG4	0.8658	3.199e-10	1.47	0.2736	0.8341	66.99	96.05	FAM83F
A0A0Z8M843	B2R6F9	0.8657	5.65e-18	2.3	0.5091	0.3649	81.43	80.86	
A0A0K1P5Q4	Q2M3G0	0.8657	8.017e-14	2.32	0.1587	0.7662	84.95	91.06	ABCB5
A0A517ZL33	A0A1W2PPM8	0.8656	1.069e-12	2.0	0.6803	0.4163	83.63	74.1	STRADA
A0A0H1XY30	A0A7I2PIU1	0.8656	7.589e-17	1.63	0.3139	0.3927	59.6	89.22	CILK1
A0A0K1P5Q4	Q8WWZ7	0.8656	1.767e-15	2.34	0.1307	0.7994	77.13	91.06	ABCA5
R9RJ65	Q8IVH8	0.8653	1.828e-19	1.92	0.3152	0.4136	71.69	80.14	MAP4K3
G2LKY9	E5RJV8	0.8651	8.935e-10	0.28	0.4289	0.3392	69.43	93.14	RBM12B
A0A6G7VQR1	B4DP88	0.865	3.245e-16	3.01	0.5758	0.6392	88.32	94.67	
A0A517ZL33	P45984	0.865	4.426e-16	2.2	0.5608	0.4148	81.45	74.1	MAPK9
A0A250IWT1	A0A7P0T8R7	0.865	1.926e-18	1.85	0.6197	0.3564	80.82	53.22	WDR62
G2LKY9	Q59FM6	0.865	1.264e-12	0.4	0.221	0.3137	55.96	93.14	
A0A3M8ANJ8	Q9NUV7	0.8649	2.721e-13	2.84	0.5304	0.7561	87.09	94.99	SPTLC3
A0A3G6K670	Q6I7N8	0.8649	5.69e-16	1.63	0.5147	0.3589	62.75	76.92	HELLS
B7KMS1	O43719	0.8649	1.57e-13	0.78	0.1324	0.3899	59.11	92.0	HTATSF1
A0A2U2XIN6	Q8IYB8	0.8649	3.76e-17	1.97	0.3931	0.3094	83.03	77.18	SUPV3L1
A0A5Z9UYT5	Q00534	0.8649	8.661e-14	2.46	0.6897	0.3578	85.4	88.55	CDK6
A0A822VZF9	A0A0D9SEI3	0.8649	2.135e-17	1.39	0.317	0.3653	59.54	80.58	CDK11B
A0A0K1P5Q4	A1L471	0.8649	8.017e-14	2.31	0.1567	0.7568	84.14	91.06	ABCB1
D5ECJ4	P31483	0.8648	1.676e-17	1.7	0.1798	0.3037	73.68	89.6	TIA1
A0A0Z8M843	J3QLU9	0.8648	1.036e-14	1.55	0.2336	0.3643	79.73	80.86	ERBB2
M9YT10	W0S0D3	0.8647	3.666e-10	1.79	0.7014	0.4037	93.9	79.81	Pe1Fe13
A0A0Z8M843	B4DIG8	0.8647	5.65e-18	1.82	0.4671	0.3122	65.88	80.86	
A0A0M4MTC3	P36639	0.8647	1.819e-10	1.18	0.3398	0.1671	97.17	92.6	NUDT1
A0A250IWT1	Q96FK6	0.8646	1.524e-20	2.24	0.6934	0.3688	87.68	53.22	WDR89
A0A250IWT1	P57081	0.8645	4.604e-22	2.09	0.6084	0.3429	86.53	53.22	WDR4
A0A3G6K670	A0A2R8YCY3	0.8644	1.491e-12	1.72	0.7213	0.2556	77.29	76.92	SMARCA4
A0A517ZL33	A0A0C4DG77	0.8644	1.771e-13	1.6	0.4599	0.4542	73.45	74.1	ULK4
A0A250IWT1	Q86TI4	0.8644	1.074e-12	1.59	0.6945	0.3584	90.35	53.22	WDR86
A0A250IWT1	Q9UMS4	0.8644	7.854e-14	1.53	0.5546	0.3736	88.83	53.22	PRPF19
A0A0K1P5Q4	H0YFV4	0.8644	8.017e-14	2.31	0.1689	0.7598	82.47	91.06	ABCC9
A0A3G6K670	B4DLS6	0.8644	1.665e-14	1.13	0.3985	0.2383	68.85	76.92	
A0A0Z8HCP9	Q96T11	0.8643	5.704e-17	1.91	0.3314	0.3864	76.14	80.32	
A0A3G9JPH8	A8KA56	0.8643	1.91e-35	2.74	0.413	0.6288	74.84	87.29	
A0A0K1P5Q4	O15438	0.8642	8.017e-14	2.25	0.1299	0.7604	81.94	91.06	ABCC3
A0A3L8GBN6	Q59HG2	0.8642	1.147e-14	1.79	0.1948	0.4345	80.42	85.99	
A0A822VZF9	A8JZZ5	0.8642	8.31e-12	1.2	0.4477	0.3698	73.82	80.58	
R9RJ65	Q1HBJ4	0.8642	2.849e-11	1.87	0.6391	0.3613	89.72	80.14	MAPK1
A0A250IWT1	K7EKG3	0.8642	4.871e-16	1.81	0.7086	0.2304	87.49	53.22	EML2
A0A0K2E484	B4DHN0	0.8641	2.849e-11	1.94	0.6573	0.3605	91.53	79.77	
A0A3G9IYS2	A0A384MDW9	0.8641	1.149e-15	1.67	0.3557	0.3579	72.8	79.01	HTRA2
A0A0Z8HCP9	P57078	0.864	5.704e-17	1.81	0.3003	0.3707	74.9	80.32	RIPK4
A0A822VZF9	B0AZM9	0.864	2.135e-17	1.45	0.3276	0.3534	60.21	80.58	
A0A250IWT1	B4DY59	0.864	7.09e-22	2.28	0.6893	0.3051	91.78	53.22	
A0A517ZL33	Q96RR4	0.8639	1.089e-14	1.49	0.4229	0.4229	66.82	74.1	CAMKK2
A0A518RH41	Q14153	0.8639	2.019e-24	0.74	0.1533	0.1364	52.39	86.09	FAM53B
A0A0K1P5Q4	Q99758	0.8637	1.767e-15	2.48	0.1268	0.8156	80.82	91.06	ABCA3
A0A822VZF9	P27361	0.8637	2.849e-11	1.79	0.6052	0.3584	87.98	80.58	MAPK3
A0A0J8FE08	A0A140VK11	0.8637	1.696e-22	2.37	0.4758	0.412	71.62	83.91	CLPB
A0A116MDM6	P28482	0.8637	2.849e-11	1.91	0.6349	0.3598	90.37	80.78	MAPK1
A0A6I6AHP7	B4DQX0	0.8636	4.528e-15	1.17	0.1237	0.2981	70.15	87.24	
A0A822VZF9	L7RXH5	0.8635	2.849e-11	1.78	0.6122	0.3628	86.51	80.58	MAPK3
A0A411PGA5	A8K979	0.8635	4.652e-10	0.87	0.2473	0.8066	58.9	90.32	ERI2
A0A009Q851	Q8IXQ6	0.8635	2.133e-11	1.25	0.204	0.4386	78.74	91.81	PARP9
Q6KHD8	B4DXZ7	0.8634	3.545e-18	2.51	0.5287	0.3707	81.21	86.31	
A0A116MDM6	Q8N2N5	0.8634	3.325e-13	1.1	0.4194	0.2784	66.52	80.78	
A0A822VZF9	B7Z6W7	0.8634	1.209e-16	2.02	0.4983	0.3547	71.2	80.58	
A0A822VZF9	Q5TBG1	0.8634	5.408e-10	0.88	0.7061	0.2315	77.31	80.58	NEK6
A0A7U4P2V9	A0A2R8Y6W8	0.8633	1e-16	2.07	0.4477	0.3941	72.53	81.73	ERCC3
A0A3G9JPQ6	B4DFR8	0.8633	3.331e-15	2.49	0.3498	0.5288	84.72	92.49	
A0A250IWT1	Q9UKT8	0.8632	9.606e-18	2.09	0.6081	0.3802	89.12	53.22	FBXW2
A0A3T2EUF3	B4DRY2	0.8632	4.942e-10	1.66	0.5108	0.4663	89.06	88.15	DIMT1
A0A0Z8M843	B4DZS7	0.8631	1.209e-16	1.91	0.4128	0.3374	72.85	80.86	
A0A0K2E484	E9PBK7	0.8631	2.849e-11	1.73	0.6413	0.316	86.15	79.77	MAPK3
A0A3W0MQC4	A0A8A5YP40	0.863	2.766e-14	1.13	0.2719	0.2868	61.92	88.42	UPF1
A0A517ZL33	H0YD75	0.863	1.123e-16	2.17	0.5067	0.4167	78.86	74.1	NLK
A0A250IWT1	B3KQ29	0.8629	4.268e-13	1.62	0.7025	0.3916	83.65	53.22	
A0A250IWT1	Q53F40	0.8629	1.486e-16	1.49	0.4627	0.3882	78.58	53.22	
A0A517ZL33	Q6ZNI2	0.8629	5.493e-16	1.73	0.3816	0.4524	69.03	74.1	
A0A250IWT1	A0A2R8YD43	0.8629	1.926e-18	1.96	0.636	0.3567	81.37	53.22	WDR62
A0A250IWT1	Q9Y6I7	0.8629	2.517e-11	1.05	0.6697	0.3805	84.56	53.22	WSB1
A0A1B2I3Q4	Q58FF8	0.8628	8.646e-28	2.04	0.3352	0.2149	78.75	80.4	HSP90AB2P
E3FIT8	Q53EZ1	0.8628	1.492e-15	2.1	0.5356	0.3503	79.12	76.92	
A0A169T0H3	B3KQM3	0.8628	3.902e-16	2.17	0.3837	0.4095	73.95	89.22	
A0A250IWT1	Q9NYS7	0.8627	2.517e-11	1.13	0.6955	0.3781	84.9	53.22	WSB2
G2LKY9	A0A494C015	0.8627	1.672e-14	1.6	0.2249	0.3563	68.47	93.14	ELAVL4
A0A3G9JPH8	B4DIJ6	0.8626	1.645e-10	0.78	0.6076	0.2978	62.6	87.29	
A0A250IWT1	Q59ET6	0.8626	1.486e-16	1.49	0.4621	0.3854	78.47	53.22	
A0A0K1NJR8	P62745	0.8626	1.421e-12	2.18	0.6887	0.2771	92.23	78.97	RHOB
A0A822VZF9	A0A1C7CYZ1	0.8625	2.016e-10	1.55	0.7189	0.3175	82.78	80.58	MAPK15
B0SQF3	Q6ZV29	0.8625	6.837e-18	2.34	0.1856	0.7448	71.21	85.15	PNPLA7
A0A3G6K670	B4DLE1	0.8625	5.281e-15	0.93	0.3252	0.1828	67.39	76.92	
A0A0K1P5Q4	B7Z464	0.8624	7.255e-11	2.1	0.3213	0.8111	81.56	91.06	
E4S5T3	Q32NB8	0.8624	9.379e-9	1.35	0.2401	0.8246	85.15	95.45	PGS1
A0A250IWT1	H0YMF9	0.8624	8.682e-11	1.32	0.8726	0.2317	93.76	53.22	SKIC8
A0A822VZF9	Q2TB16	0.8624	5.704e-17	1.96	0.3244	0.3785	76.34	80.58	RIPK4
A0A0H3ALS5	P46100	0.8624	1.145e-22	1.38	0.2229	0.4648	51.81	76.01	ATRX
A0A553IIE0	O60503	0.8624	3.038e-11	1.53	0.1411	0.7491	70.22	92.52	ADCY9
A0A1M6P5F7	B1AK44	0.8623	1.425e-8	1.5	0.5594	0.712	84.83	89.87	MAD2L2
